source_file,report_type,cable_id,pair,status,status_group,ckid,lp_status,svc_type,bp_clr,capr_ref,terminal,address,city,state,defect_type,raw_block
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,893,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 893! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,894,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 894! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,895,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 895! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,896,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 896! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,897,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 897! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,898,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 898! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,899,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 899! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,900,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 900! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,901,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 901! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,902,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 902! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,903,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 903! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,904,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 904! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,905,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 905! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,906,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 906! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,907,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 907! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,908,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 908! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,909,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 909! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,910,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 910! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,911,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 911! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,912,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 912! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,913,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 913! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,914,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 914! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,915,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 915! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,916,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 916! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,917,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 917! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,918,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 918! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,919,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 919! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,920,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 920! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,921,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 921! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,922,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 922! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,923,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 923! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,924,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 924! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,925,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 925! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,926,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 926! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,927,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 927! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,928,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 928! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,929,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 929! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,930,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 930! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,931,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 931! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,932,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 932! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,933,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 933! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,934,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 934! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,935,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 935! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,936,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 936! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,937,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 937! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,938,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 938! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,939,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 939! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,940,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 940! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,941,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 941! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,942,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 942! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,943,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 943! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,944,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 944! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,945,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 945! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,946,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 946! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,947,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 947! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,948,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 948! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,949,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 949! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,950,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 950! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,951,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 951! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,952,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 952! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,953,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 953! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,954,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 954! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,955,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 955! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,956,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 956! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,957,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 957! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,958,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 958! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,959,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 959! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,960,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 960! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,961,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 961! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,962,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 962! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,963,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 963! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,964,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 964! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,965,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 965! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,966,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 966! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,967,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 967! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,968,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 968! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,969,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 969! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,970,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 970! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,971,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 971! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,972,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 972! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,973,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 973! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,974,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 974! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,975,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 975! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,976,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 976! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,977,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 977! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,978,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 978! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,979,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 979! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,980,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 980! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,981,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 981! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,982,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 982! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,983,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 983! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,984,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 984! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,985,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 985! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,986,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 986! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,987,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 987! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,988,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 988! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,989,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 989! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,990,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 990! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,991,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 991! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,992,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 992! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,993,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 993! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,994,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 994! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,995,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 995! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,996,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 996! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,997,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 997! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,998,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 998! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,999,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 999! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1000,UNK,Review / assigned,,,,,,,,,,,! ! R! !1000! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1001,UNK,Review / assigned,,,,,,,,,,,! ! R! !1001! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1002,UNK,Review / assigned,,,,,,,,,,,! ! R! !1002! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1003,UNK,Review / assigned,,,,,,,,,,,! ! R! !1003! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1004,UNK,Review / assigned,,,,,,,,,,,! ! R! !1004! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1005,UNK,Review / assigned,,,,,,,,,,,! ! R! !1005! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1006,UNK,Review / assigned,,,,,,,,,,,! ! R! !1006! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1007,UNK,Review / assigned,,,,,,,,,,,! ! R! !1007! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1008,UNK,Review / assigned,,,,,,,,,,,! ! R! !1008! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1009,UNK,Review / assigned,,,,,,,,,,,! ! R! !1009! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1010,UNK,Review / assigned,,,,,,,,,,,! ! R! !1010! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1011,UNK,Review / assigned,,,,,,,,,,,! ! R! !1011! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1012,UNK,Review / assigned,,,,,,,,,,,! ! R! !1012! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1013,UNK,Review / assigned,,,,,,,,,,,! ! R! !1013! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1014,UNK,Review / assigned,,,,,,,,,,,! ! R! !1014! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1015,UNK,Review / assigned,,,,,,,,,,,! ! R! !1015! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1016,UNK,Review / assigned,,,,,,,,,,,! ! R! !1016! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1017,UNK,Review / assigned,,,,,,,,,,,! ! R! !1017! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1018,UNK,Review / assigned,,,,,,,,,,,! ! R! !1018! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1019,UNK,Review / assigned,,,,,,,,,,,! ! R! !1019! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1020,UNK,Review / assigned,,,,,,,,,,,! ! R! !1020! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1021,UNK,Review / assigned,,,,,,,,,,,! ! R! !1021! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1022,UNK,Review / assigned,,,,,,,,,,,! ! R! !1022! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1023,UNK,Review / assigned,,,,,,,,,,,! ! R! !1023! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1024,UNK,Review / assigned,,,,,,,,,,,! ! R! !1024! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1025,UNK,Review / assigned,,,,,,,,,,,! ! R! !1025! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1026,UNK,Review / assigned,,,,,,,,,,,! ! R! !1026! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1027,UNK,Review / assigned,,,,,,,,,,,! ! R! !1027! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1028,UNK,Review / assigned,,,,,,,,,,,! ! R! !1028! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1029,UNK,Review / assigned,,,,,,,,,,,! ! R! !1029! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1030,UNK,Review / assigned,,,,,,,,,,,! ! R! !1030! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1031,UNK,Review / assigned,,,,,,,,,,,! ! R! !1031! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1032,UNK,Review / assigned,,,,,,,,,,,! ! R! !1032! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1033,UNK,Review / assigned,,,,,,,,,,,! ! R! !1033! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1034,UNK,Review / assigned,,,,,,,,,,,! ! R! !1034! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
