source_file,report_type,cable_id,pair,status,status_group,ckid,lp_status,svc_type,bp_clr,capr_ref,terminal,address,city,state,defect_type,raw_block
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,1,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 1! *! *! C! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,2,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 2! C! *!**! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,3,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 3! D! D! D! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,4,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 4! *! C!**! *! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,5,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 5! C! *!**! *! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,6,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 6! D! D! D! D! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,7,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 7! C! *!**! *! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,8,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 8! *! C!**! *! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,9,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 9! D! D! D! D! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,10,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 10! C! *!**! *! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,11,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 11! *! *!**! *! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,12,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 12! *! *!**! *! C! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,13,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 13! ! !**! *! C! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,14,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 14! ! !**! *! C! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,15,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 15! ! !**! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,16,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 16! ! ! D! ! D! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,17,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 17! ! ! C! ! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,18,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 18! ! !**! ! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,19,PCF,Review / assigned,,,,,,,,,,,PCF! ! ! ! 19! ! !CW! ! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,20,RCF,Review / assigned,,,,,,,,,,,RCF06-04-17! ! R! ! 20! ! !**! ! C! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,21,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 21! ! ! D! ! D! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,22,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 22! ! !**! ! C! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,23,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 23! ! !**! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,24,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 24! ! ! C! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,25,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 25! ! ! C! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,26,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 26! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,27,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 27! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,28,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 28! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,29,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 29! ! ! ! ! ! *!**! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,30,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 30! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,31,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 31! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,32,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 32! ! ! ! ! ! C!**! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,33,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 33! ! ! ! ! ! D! D! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,34,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 34! ! ! ! ! ! C!**! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,35,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 35! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,36,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 36! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,37,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 37! ! ! ! ! ! *! C! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,38,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 38! ! ! ! ! ! ! D! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,39,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 39! ! ! ! ! ! ! C! *! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,40,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 40! ! ! ! ! ! !**! C! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,41,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 41! ! ! ! ! ! !**! *! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,42,RCF,Review / assigned,,,,,,,,,,,RCF06-04-17! ! R! ! 42! ! ! ! ! ! ! C! *! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,43,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 43! ! ! ! ! ! !**! C! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,44,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 44! ! ! ! ! ! ! D! D! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,45,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 45! ! ! ! ! ! ! D! D! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,46,RCF,Review / assigned,,,,,,,,,,,RCF07-01-18! ! R! ! 46! ! ! ! ! ! !**! C! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,47,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 47! ! ! ! ! ! ! D! D! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,48,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 48! ! ! ! ! ! ! D! D! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,49,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 49! ! ! ! ! ! ! C! *! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,50,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 50! ! ! ! ! ! !**! C! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,51,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 51! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,52,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 52! *! C! *! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,53,RCF,Review / assigned,,,,,,,,,,,RCF02-07-15! ! R! ! 53!**! *! *! *! C! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,54,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 54!**! *! *! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,55,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 55!**! *! *! *! C! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,56,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 56! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,57,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 57! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,58,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 58!**! *! *! C! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,59,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 59!**! *! C! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,60,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 60! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,61,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 61!**! *! *! C! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,62,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 62!**! C! *! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,63,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 63! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,64,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 64!**! C! *! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,65,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 65!**! *! *! C! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,66,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 66!**! *! *! *! *! C! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,67,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 67!**! C! *! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,68,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 68!**! *! *! C! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,69,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 69!**! *! *! *! *! C! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,70,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 70!**! *! C! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,71,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 71! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,72,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 72! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,73,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 73! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,74,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 74! D! D! D! D! D! D! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,75,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 75!**! *! *! *! *! *! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,76,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 76! D! ! ! ! ! ! D! D! D! D! D! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,77,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 77!**! ! ! ! ! ! *! *! *! *! C! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,78,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 78!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,79,CF,Review / assigned,,,,,,,,,,,CF05-07-17! ! R! ! 79!**! ! ! ! ! ! *! *! *! *! C! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,80,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 80!**! ! ! ! ! ! *! *! C! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,81,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 81!**! ! ! ! ! ! *! *! *! *! C! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,82,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 82!**! ! ! ! ! ! *! *! C! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,83,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 83!**! ! ! ! ! ! *! *! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,84,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 84!**! ! ! ! ! ! *! *! *! *! C! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,85,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 85!**! ! ! ! ! ! C! *! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,86,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 86!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,87,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 87! D! ! ! ! ! ! D! D! D! D! D! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,88,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 88!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,89,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 89! D! ! ! ! ! ! D! D! D! D! D! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,90,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 90!**! ! ! ! ! ! *! *! *! C! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,91,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 91!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,92,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 92! D! ! ! ! ! ! D! D! D! D! D! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,93,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 93!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,94,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 94!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,95,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 95! D! ! ! ! ! ! D! D! D! D! D! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,96,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 96!**! ! ! ! ! ! C! *! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,97,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 97!**! ! ! ! ! ! *! *! *! C! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,98,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 98!**! ! ! ! ! ! C! *! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,99,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 99!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,100,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 100!**! ! ! ! ! ! *! C! *! *! *! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,101,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 101! *! C! *! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,102,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 102! *! C! *! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,103,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 103!CW! *! *! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,104,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 104! *! C! *! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,105,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 105! *! *! C! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,106,RCF,Review / assigned,,,,,,,,,,,RCF10-14-16! ! R! ! 106! *! C! *! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,107,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 107! D! D! D! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,108,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 108! *! *! *! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,109,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 109! D! D! D! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,110,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 110! D! D! D! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,111,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 111! *! C! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,112,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 112! *! C! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,113,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 113! C! *! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,114,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 114! *! C! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,115,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 115! *! C! ! ! ! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,116,RCF,Review / assigned,,,,,,,,,,,RCF10-06-19! ! R! ! 116! *! *! ! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,117,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 117! D! D! ! D! D! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,118,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 118! *! *! ! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,119,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 119! *! *! ! *! C! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,120,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 120! D! D! ! D! D! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,121,RCF,Review / assigned,,,,,,,,,,,RCF03-05-17! ! R! ! 121! *! *! ! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,122,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 122! *! *! ! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,123,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 123! *! *! ! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,124,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 124! *! *! ! *! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,125,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 125! *! *! ! C! *! ! ! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,126,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 126! ! ! ! ! ! C! *! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,127,RCF,Review / assigned,,,,,,,,,,,RCF08-06-17! ! R! ! 127! ! ! ! ! ! C! *! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,128,RCF,Review / assigned,,,,,,,,,,,RCF09-06-20! ! R! ! 128! ! ! ! ! ! C! *! ! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,129,RCF,Review / assigned,,,,,,,,,,,RCF09-01-12! ! R! ! 129! ! ! ! ! ! *! *! C! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,130,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 130! ! ! ! ! ! *! *! C! ! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,131,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 131! ! ! ! ! ! D! D! D! D! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,132,UNK,Review / assigned,,,,,,,,,,,! ! R! ! 132! ! ! ! ! ! *! *! *! *! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,133,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 133! ! ! ! ! ! *! *! C! *! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,134,RCF,Review / assigned,,,,,,,,,,,RCF05-04-13! ! R! ! 134! ! ! ! ! ! *! C! *! *! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,135,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 135! ! ! ! ! ! D! D! D! D! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,136,DEF,Defective,,,,,,,,,,,DEF! ! ! ! 136! ! ! ! ! ! ! D! D! D! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,137,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 137! ! ! ! ! ! ! C! *! *! ! ! ! ! ! ! !
"ACR 6680P, 1-1200.pdf",ACR_MATRIX,6680P,138,PCF,Review / assigned,,,,,,,,,,,PCF! ! R! ! 138! ! ! ! ! ! ! *! C! *! ! ! ! ! ! ! !
